customer_id,first_name,last_name,email,city,signup_date
CUST_000071,Customer71,Client71,client71@example.com,Boston,2024-04-24
CUST_000072,Customer72,Client72,client72@example.com,Chicago,2025-03-21
CUST_000073,Customer73,Client73,client73@example.com,Austin,2025-04-09
CUST_000074,Customer74,Client74,client74@example.com,New York,2024-09-26
CUST_000075,Customer75,Client75,client75@example.com,Los Angeles,2024-07-01
CUST_000076,Customer76,Client76,client76@example.com,Los Angeles,2024-04-18
CUST_000077,Customer77,Client77,client77@example.com,Chicago,2025-10-16
CUST_000078,Customer78,Client78,client78@example.com,Los Angeles,2025-09-15
CUST_000079,Customer79,Client79,client79@example.com,Seattle,2024-06-05
CUST_000080,Customer80,Client80,client80@example.com,Boston,2024-06-14
CUST_000081,Customer81,Client81,client81@example.com,Los Angeles,2025-06-27
CUST_000082,Customer82,Client82,client82@example.com,New York,2025-09-05
CUST_000083,Customer83,Client83,client83@example.com,Boston,2025-05-15
CUST_000084,Customer84,Client84,client84@example.com,New York,2024-04-24
CUST_000085,Customer85,Client85,client85@example.com,Boston,2024-11-10
CUST_000086,Customer86,Client86,client86@example.com,Seattle,2024-02-29
CUST_000087,Customer87,Client87,client87@example.com,Seattle,2025-08-03
CUST_000088,Customer88,Client88,client88@example.com,San Francisco,2024-03-28
CUST_000089,Customer89,Client89,client89@example.com,Miami,2024-03-11
CUST_000090,Customer90,Client90,client90@example.com,Los Angeles,2024-05-08
CUST_000091,Customer91,Client91,client91@example.com,Austin,2025-11-06
CUST_000092,Customer92,Client92,client92@example.com,Miami,2025-07-16
CUST_000093,Customer93,Client93,client93@example.com,Austin,2024-09-28
CUST_000094,Customer94,Client94,client94@example.com,Los Angeles,2025-09-13
CUST_000095,Customer95,Client95,client95@example.com,Denver,2024-08-04
CUST_000096,Customer96,Client96,client96@example.com,Los Angeles,2024-07-24
CUST_000097,Customer97,Client97,client97@example.com,Chicago,2025-02-12
CUST_000098,Customer98,Client98,client98@example.com,Boston,2025-03-24
CUST_000099,Customer99,Client99,client99@example.com,Los Angeles,2025-04-07
CUST_000100,Customer100,Client100,client100@example.com,San Francisco,2024-09-10
CUST_000101,Customer101,Client101,client101@example.com,Seattle,2024-03-06
CUST_000102,Customer102,Client102,client102@example.com,Boston,2024-01-22
CUST_000103,Customer103,Client103,client103@example.com,Atlanta,2025-07-21
CUST_000104,Customer104,Client104,client104@example.com,Seattle,2025-08-25
CUST_000105,Customer105,Client105,client105@example.com,Seattle,2024-01-08
CUST_000106,Customer106,Client106,client106@example.com,San Francisco,2025-10-08
CUST_000107,Customer107,Client107,client107@example.com,New York,2024-08-22
CUST_000108,Customer108,Client108,client108@example.com,San Francisco,2024-02-02
CUST_000109,Customer109,Client109,client109@example.com,Boston,2024-03-13
CUST_000110,Customer110,Client110,client110@example.com,Los Angeles,2024-08-31
CUST_000111,Customer111,Client111,client111@example.com,Chicago,2025-11-16
CUST_000112,Customer112,Client112,client112@example.com,Miami,2024-08-07
CUST_000113,Customer113,Client113,client113@example.com,Los Angeles,2024-05-15
CUST_000114,Customer114,Client114,client114@example.com,Atlanta,2025-08-13
CUST_000115,Customer115,Client115,client115@example.com,Miami,2024-09-05
CUST_000116,Customer116,Client116,client116@example.com,Miami,2025-02-20
CUST_000117,Customer117,Client117,client117@example.com,Seattle,2024-04-06
CUST_000118,Customer118,Client118,client118@example.com,San Francisco,2025-11-05
CUST_000119,Customer119,Client119,client119@example.com,Denver,2024-12-28
CUST_000120,Customer120,Client120,client120@example.com,Denver,2025-02-24
CUST_000121,Customer121,Client121,client121@example.com,Miami,2024-02-25
CUST_000122,Customer122,Client122,client122@example.com,San Francisco,2024-03-03
CUST_000123,Customer123,Client123,client123@example.com,Denver,2024-12-13
CUST_000124,Customer124,Client124,client124@example.com,San Francisco,2024-09-11
CUST_000125,Customer125,Client125,client125@example.com,Seattle,2024-07-13
CUST_000126,Customer126,Client126,client126@example.com,Los Angeles,2025-04-04
CUST_000127,Customer127,Client127,client127@example.com,Austin,2025-03-08
CUST_000128,Customer128,Client128,client128@example.com,Austin,2024-10-12
CUST_000129,Customer129,Client129,client129@example.com,Miami,2024-09-12
CUST_000130,Customer130,Client130,client130@example.com,San Francisco,2025-03-29
CUST_000131,Customer131,Client131,client131@example.com,Los Angeles,2024-04-10
CUST_000132,Customer132,Client132,client132@example.com,New York,2025-10-29
CUST_000133,Customer133,Client133,client133@example.com,Los Angeles,2024-01-16
CUST_000134,Customer134,Client134,client134@example.com,San Francisco,2024-08-30
CUST_000135,Customer135,Client135,client135@example.com,Austin,2025-02-20
CUST_000136,Customer136,Client136,client136@example.com,Miami,2025-05-07
CUST_000137,Customer137,Client137,client137@example.com,Seattle,2025-02-14
CUST_000138,Customer138,Client138,client138@example.com,New York,2024-06-17
CUST_000139,Customer139,Client139,client139@example.com,Denver,2024-01-03
CUST_000140,Customer140,Client140,client140@example.com,Denver,2024-09-28
CUST_000141,Customer141,Client141,client141@example.com,Miami,2024-10-19
CUST_000142,Customer142,Client142,client142@example.com,Denver,2025-07-23
CUST_000143,Customer143,Client143,client143@example.com,Miami,2024-06-07
CUST_000144,Customer144,Client144,client144@example.com,Seattle,2024-10-30
CUST_000145,Customer145,Client145,client145@example.com,Seattle,2024-02-29
CUST_000146,Customer146,Client146,client146@example.com,Atlanta,2025-07-09
CUST_000147,Customer147,Client147,client147@example.com,New York,2024-11-17
CUST_000148,Customer148,Client148,client148@example.com,New York,2024-02-21
CUST_000149,Customer149,Client149,client149@example.com,Atlanta,2025-05-03
CUST_000150,Customer150,Client150,client150@example.com,Los Angeles,2025-06-27
CUST_000151,Customer151,Client151,client151@example.com,Austin,2024-02-28
CUST_000152,Customer152,Client152,client152@example.com,Los Angeles,2024-03-23
CUST_000153,Customer153,Client153,client153@example.com,Austin,2024-03-11
CUST_000154,Customer154,Client154,client154@example.com,Atlanta,2024-03-10
CUST_000155,Customer155,Client155,client155@example.com,Seattle,2025-02-17
CUST_000156,Customer156,Client156,client156@example.com,San Francisco,2025-08-06
CUST_000157,Customer157,Client157,client157@example.com,Seattle,2025-08-15
CUST_000158,Customer158,Client158,client158@example.com,Atlanta,2024-02-10
CUST_000159,Customer159,Client159,client159@example.com,Atlanta,2024-03-24
CUST_000160,Customer160,Client160,client160@example.com,Denver,2025-11-04
CUST_000161,Customer161,Client161,client161@example.com,Atlanta,2025-08-01
CUST_000162,Customer162,Client162,client162@example.com,Los Angeles,2024-11-19
CUST_000163,Customer163,Client163,client163@example.com,Chicago,2024-07-28
CUST_000164,Customer164,Client164,client164@example.com,Boston,2024-09-01
CUST_000165,Customer165,Client165,client165@example.com,Chicago,2025-02-09
CUST_000166,Customer166,Client166,client166@example.com,Austin,2025-11-18
CUST_000167,Customer167,Client167,client167@example.com,Chicago,2025-04-13
CUST_000168,Customer168,Client168,client168@example.com,Boston,2024-03-15
CUST_000169,Customer169,Client169,client169@example.com,New York,2025-04-14
CUST_000170,Customer170,Client170,client170@example.com,Atlanta,2025-07-30
CUST_000171,Customer171,Client171,client171@example.com,San Francisco,2024-03-16
CUST_000172,Customer172,Client172,client172@example.com,Los Angeles,2024-08-06
CUST_000173,Customer173,Client173,client173@example.com,Los Angeles,2024-09-28
CUST_000174,Customer174,Client174,client174@example.com,Austin,2024-12-23
CUST_000175,Customer175,Client175,client175@example.com,San Francisco,2024-09-07
CUST_000176,Customer176,Client176,client176@example.com,Boston,2024-10-18
CUST_000177,Customer177,Client177,client177@example.com,Austin,2025-03-24
CUST_000178,Customer178,Client178,client178@example.com,Los Angeles,2024-11-05
CUST_000179,Customer179,Client179,client179@example.com,Atlanta,2025-10-31
CUST_000180,Customer180,Client180,client180@example.com,Los Angeles,2024-01-09
CUST_000181,Customer181,Client181,client181@example.com,Los Angeles,2024-11-02
CUST_000182,Customer182,Client182,client182@example.com,San Francisco,2024-05-17
CUST_000183,Customer183,Client183,client183@example.com,Chicago,2024-04-28
CUST_000184,Customer184,Client184,client184@example.com,San Francisco,2025-07-20
CUST_000185,Customer185,Client185,client185@example.com,Austin,2024-10-05
CUST_000186,Customer186,Client186,client186@example.com,Chicago,2025-09-11
CUST_000187,Customer187,Client187,client187@example.com,Seattle,2024-12-17
CUST_000188,Customer188,Client188,client188@example.com,Seattle,2025-10-11
CUST_000189,Customer189,Client189,client189@example.com,Chicago,2025-06-01
CUST_000190,Customer190,Client190,client190@example.com,Miami,2024-09-14
CUST_000191,Customer191,Client191,client191@example.com,New York,2024-04-04
CUST_000192,Customer192,Client192,client192@example.com,Denver,2024-10-10
CUST_000193,Customer193,Client193,client193@example.com,New York,2024-01-04
CUST_000194,Customer194,Client194,client194@example.com,Boston,2024-05-13
CUST_000195,Customer195,Client195,client195@example.com,Chicago,2024-06-14
CUST_000196,Customer196,Client196,client196@example.com,Miami,2025-07-18
CUST_000197,Customer197,Client197,client197@example.com,Denver,2025-07-28
CUST_000198,Customer198,Client198,client198@example.com,New York,2024-04-24
CUST_000199,Customer199,Client199,client199@example.com,San Francisco,2024-06-01
CUST_000200,Customer200,Client200,client200@example.com,Los Angeles,2024-02-06
CUST_000201,Customer201,Client201,client201@example.com,Boston,2025-08-19
CUST_000202,Customer202,Client202,client202@example.com,Los Angeles,2024-05-31
CUST_000203,Customer203,Client203,client203@example.com,Denver,2024-05-10
CUST_000204,Customer204,Client204,client204@example.com,New York,2024-11-11
CUST_000205,Customer205,Client205,client205@example.com,Boston,2024-02-10
CUST_000206,Customer206,Client206,client206@example.com,Boston,2024-08-03
CUST_000207,Customer207,Client207,client207@example.com,Seattle,2025-11-13
CUST_000208,Customer208,Client208,client208@example.com,San Francisco,2024-12-28
CUST_000209,Customer209,Client209,client209@example.com,Los Angeles,2025-02-20
CUST_000210,Customer210,Client210,client210@example.com,Atlanta,2024-06-07
CUST_000211,Customer211,Client211,client211@example.com,Seattle,2024-06-15
CUST_000212,Customer212,Client212,client212@example.com,Austin,2025-02-26
CUST_000213,Customer213,Client213,client213@example.com,New York,2024-07-02
CUST_000214,Customer214,Client214,client214@example.com,Boston,2025-02-25
CUST_000215,Customer215,Client215,client215@example.com,Seattle,2024-09-30
CUST_000216,Customer216,Client216,client216@example.com,Austin,2024-04-20
CUST_000217,Customer217,Client217,client217@example.com,Denver,2024-02-09
CUST_000218,Customer218,Client218,client218@example.com,Miami,2024-08-15
CUST_000219,Customer219,Client219,client219@example.com,Seattle,2025-04-16
CUST_000220,Customer220,Client220,client220@example.com,Boston,2024-11-08
CUST_000221,Customer221,Client221,client221@example.com,Seattle,2024-08-16
CUST_000222,Customer222,Client222,client222@example.com,New York,2025-11-06
CUST_000223,Customer223,Client223,client223@example.com,Seattle,2025-02-12
CUST_000224,Customer224,Client224,client224@example.com,Boston,2024-10-12
CUST_000225,Customer225,Client225,client225@example.com,San Francisco,2024-10-12
CUST_000226,Customer226,Client226,client226@example.com,Boston,2025-10-18
CUST_000227,Customer227,Client227,client227@example.com,Los Angeles,2025-02-13
CUST_000228,Customer228,Client228,client228@example.com,Los Angeles,2024-12-05
CUST_000229,Customer229,Client229,client229@example.com,New York,2024-04-28
CUST_000230,Customer230,Client230,client230@example.com,Chicago,2024-07-01
CUST_000231,Customer231,Client231,client231@example.com,Atlanta,2024-09-28
CUST_000232,Customer232,Client232,client232@example.com,New York,2024-04-21
CUST_000233,Customer233,Client233,client233@example.com,Atlanta,2025-03-20
CUST_000234,Customer234,Client234,client234@example.com,Boston,2024-11-17
CUST_000235,Customer235,Client235,client235@example.com,Denver,2025-09-12
CUST_000236,Customer236,Client236,client236@example.com,Los Angeles,2024-04-28
CUST_000237,Customer237,Client237,client237@example.com,Denver,2025-08-13
CUST_000238,Customer238,Client238,client238@example.com,Seattle,2024-09-17
CUST_000239,Customer239,Client239,client239@example.com,New York,2025-03-22
CUST_000240,Customer240,Client240,client240@example.com,New York,2025-06-16
CUST_000241,Customer241,Client241,client241@example.com,Los Angeles,2025-11-17
CUST_000242,Customer242,Client242,client242@example.com,Seattle,2025-01-07
CUST_000243,Customer243,Client243,client243@example.com,Denver,2024-03-12
CUST_000244,Customer244,Client244,client244@example.com,Boston,2025-09-30
CUST_000245,Customer245,Client245,client245@example.com,Boston,2025-11-10
CUST_000246,Customer246,Client246,client246@example.com,San Francisco,2024-11-03
CUST_000247,Customer247,Client247,client247@example.com,Los Angeles,2024-11-12
CUST_000248,Customer248,Client248,client248@example.com,Denver,2024-11-30
CUST_000249,Customer249,Client249,client249@example.com,Denver,2024-10-29
CUST_000250,Customer250,Client250,client250@example.com,Los Angeles,2024-05-10
CUST_000251,Customer251,Client251,client251@example.com,Seattle,2025-03-06
CUST_000252,Customer252,Client252,client252@example.com,Denver,2025-11-24
CUST_000253,Customer253,Client253,client253@example.com,Austin,2025-09-22
CUST_000254,Customer254,Client254,client254@example.com,Atlanta,2024-11-04
CUST_000255,Customer255,Client255,client255@example.com,Denver,2025-07-15
CUST_000256,Customer256,Client256,client256@example.com,New York,2024-11-07
CUST_000257,Customer257,Client257,client257@example.com,Chicago,2024-08-03
CUST_000258,Customer258,Client258,client258@example.com,Denver,2025-08-16
CUST_000259,Customer259,Client259,client259@example.com,Atlanta,2025-11-01
CUST_000260,Customer260,Client260,client260@example.com,Boston,2025-04-21
CUST_000261,Customer261,Client261,client261@example.com,Miami,2025-03-28
CUST_000262,Customer262,Client262,client262@example.com,Seattle,2025-06-07
CUST_000263,Customer263,Client263,client263@example.com,Miami,2024-06-22
CUST_000264,Customer264,Client264,client264@example.com,San Francisco,2024-10-17
CUST_000265,Customer265,Client265,client265@example.com,Los Angeles,2025-11-10
CUST_000266,Customer266,Client266,client266@example.com,Atlanta,2024-12-09
CUST_000267,Customer267,Client267,client267@example.com,San Francisco,2024-08-28
CUST_000268,Customer268,Client268,client268@example.com,Chicago,2024-08-18
CUST_000269,Customer269,Client269,client269@example.com,Seattle,2024-05-30
CUST_000270,Customer270,Client270,client270@example.com,New York,2024-02-17
CUST_000271,Customer271,Client271,client271@example.com,Seattle,2025-05-01
CUST_000272,Customer272,Client272,client272@example.com,Atlanta,2024-03-15
CUST_000273,Customer273,Client273,client273@example.com,Miami,2025-02-28
CUST_000274,Customer274,Client274,client274@example.com,Atlanta,2024-07-18
CUST_000275,Customer275,Client275,client275@example.com,Denver,2025-05-21
CUST_000276,Customer276,Client276,client276@example.com,Denver,2024-09-06
CUST_000277,Customer277,Client277,client277@example.com,Austin,2025-11-02
CUST_000278,Customer278,Client278,client278@example.com,New York,2024-04-19
CUST_000279,Customer279,Client279,client279@example.com,Denver,2024-08-12
CUST_000280,Customer280,Client280,client280@example.com,Austin,2025-06-14
CUST_000281,Customer281,Client281,client281@example.com,Miami,2024-02-21
CUST_000282,Customer282,Client282,client282@example.com,Los Angeles,2024-09-12
CUST_000283,Customer283,Client283,client283@example.com,San Francisco,2025-04-12
CUST_000284,Customer284,Client284,client284@example.com,Austin,2025-04-20
CUST_000285,Customer285,Client285,client285@example.com,Los Angeles,2025-07-26
CUST_000286,Customer286,Client286,client286@example.com,Atlanta,2024-11-20
CUST_000287,Customer287,Client287,client287@example.com,Miami,2025-09-19
CUST_000288,Customer288,Client288,client288@example.com,Los Angeles,2025-03-12
CUST_000289,Customer289,Client289,client289@example.com,Los Angeles,2025-04-01
CUST_000290,Customer290,Client290,client290@example.com,Austin,2025-05-01
CUST_000291,Customer291,Client291,client291@example.com,Miami,2024-09-22
CUST_000292,Customer292,Client292,client292@example.com,Seattle,2025-10-14
CUST_000293,Customer293,Client293,client293@example.com,Chicago,2025-06-17
CUST_000294,Customer294,Client294,client294@example.com,Miami,2025-10-03
CUST_000295,Customer295,Client295,client295@example.com,Seattle,2024-10-08
CUST_000296,Customer296,Client296,client296@example.com,Miami,2024-03-20
CUST_000297,Customer297,Client297,client297@example.com,Chicago,2024-08-28
CUST_000298,Customer298,Client298,client298@example.com,Chicago,2024-12-09
CUST_000299,Customer299,Client299,client299@example.com,Boston,2025-07-07
CUST_000300,Customer300,Client300,client300@example.com,San Francisco,2024-05-21
CUST_000301,Customer301,Client301,client301@example.com,Austin,2024-08-24
CUST_000302,Customer302,Client302,client302@example.com,Denver,2024-06-05
CUST_000303,Customer303,Client303,client303@example.com,Seattle,2024-03-06
CUST_000304,Customer304,Client304,client304@example.com,Denver,2025-02-21
CUST_000305,Customer305,Client305,client305@example.com,Boston,2025-07-09
CUST_000306,Customer306,Client306,client306@example.com,Miami,2025-03-01
CUST_000307,Customer307,Client307,client307@example.com,New York,2024-07-30
CUST_000308,Customer308,Client308,client308@example.com,Denver,2025-02-02
CUST_000309,Customer309,Client309,client309@example.com,Atlanta,2024-01-21
CUST_000310,Customer310,Client310,client310@example.com,Atlanta,2025-01-24
CUST_000311,Customer311,Client311,client311@example.com,Miami,2024-01-07
CUST_000312,Customer312,Client312,client312@example.com,Boston,2024-11-01
CUST_000313,Customer313,Client313,client313@example.com,Denver,2025-03-05
CUST_000314,Customer314,Client314,client314@example.com,Los Angeles,2025-07-13
CUST_000315,Customer315,Client315,client315@example.com,Atlanta,2024-08-13
CUST_000316,Customer316,Client316,client316@example.com,Miami,2024-08-12
CUST_000317,Customer317,Client317,client317@example.com,Chicago,2025-03-22
CUST_000318,Customer318,Client318,client318@example.com,Miami,2024-01-30
CUST_000319,Customer319,Client319,client319@example.com,Denver,2024-12-10
CUST_000320,Customer320,Client320,client320@example.com,Denver,2024-06-18
CUST_000321,Customer321,Client321,client321@example.com,Miami,2024-05-10
CUST_000322,Customer322,Client322,client322@example.com,Atlanta,2025-06-30
CUST_000323,Customer323,Client323,client323@example.com,New York,2025-02-07
CUST_000324,Customer324,Client324,client324@example.com,Atlanta,2025-07-31
CUST_000325,Customer325,Client325,client325@example.com,New York,2024-03-26
CUST_000326,Customer326,Client326,client326@example.com,Denver,2024-05-18
CUST_000327,Customer327,Client327,client327@example.com,Miami,2024-07-05
CUST_000328,Customer328,Client328,client328@example.com,New York,2024-09-23
CUST_000329,Customer329,Client329,client329@example.com,Denver,2024-12-01
CUST_000330,Customer330,Client330,client330@example.com,Seattle,2025-04-10
CUST_000331,Customer331,Client331,client331@example.com,Boston,2024-12-11
CUST_000332,Customer332,Client332,client332@example.com,Denver,2024-10-11
CUST_000333,Customer333,Client333,client333@example.com,Denver,2024-09-15
CUST_000334,Customer334,Client334,client334@example.com,San Francisco,2025-04-26
CUST_000335,Customer335,Client335,client335@example.com,New York,2025-07-06
CUST_000336,Customer336,Client336,client336@example.com,New York,2024-12-24
CUST_000337,Customer337,Client337,client337@example.com,Seattle,2025-10-27
CUST_000338,Customer338,Client338,client338@example.com,San Francisco,2025-10-29
CUST_000339,Customer339,Client339,client339@example.com,New York,2024-02-01
CUST_000340,Customer340,Client340,client340@example.com,Seattle,2024-07-23
CUST_000341,Customer341,Client341,client341@example.com,New York,2025-09-28
CUST_000342,Customer342,Client342,client342@example.com,Austin,2024-09-01
CUST_000343,Customer343,Client343,client343@example.com,Austin,2025-04-29
CUST_000344,Customer344,Client344,client344@example.com,San Francisco,2025-07-31
CUST_000345,Customer345,Client345,client345@example.com,Seattle,2025-04-21
CUST_000346,Customer346,Client346,client346@example.com,Chicago,2025-01-12
CUST_000347,Customer347,Client347,client347@example.com,Austin,2025-09-12
CUST_000348,Customer348,Client348,client348@example.com,Atlanta,2024-04-27
CUST_000349,Customer349,Client349,client349@example.com,Austin,2024-11-14
CUST_000350,Customer350,Client350,client350@example.com,San Francisco,2025-08-15
CUST_000351,Customer351,Client351,client351@example.com,New York,2024-11-15
CUST_000352,Customer352,Client352,client352@example.com,Atlanta,2025-11-24
CUST_000353,Customer353,Client353,client353@example.com,Denver,2025-02-10
CUST_000354,Customer354,Client354,client354@example.com,Seattle,2024-03-18
CUST_000355,Customer355,Client355,client355@example.com,Atlanta,2025-10-04
CUST_000356,Customer356,Client356,client356@example.com,Seattle,2024-04-14
CUST_000357,Customer357,Client357,client357@example.com,Chicago,2025-12-01
CUST_000358,Customer358,Client358,client358@example.com,Atlanta,2024-05-03
CUST_000359,Customer359,Client359,client359@example.com,Atlanta,2024-02-12
CUST_000360,Customer360,Client360,client360@example.com,Boston,2025-06-29
CUST_000361,Customer361,Client361,client361@example.com,Denver,2025-11-08
CUST_000362,Customer362,Client362,client362@example.com,Boston,2024-03-11
CUST_000363,Customer363,Client363,client363@example.com,Los Angeles,2025-10-25
CUST_000364,Customer364,Client364,client364@example.com,Boston,2024-01-13
CUST_000365,Customer365,Client365,client365@example.com,Denver,2025-05-16
CUST_000366,Customer366,Client366,client366@example.com,San Francisco,2025-03-19
CUST_000367,Customer367,Client367,client367@example.com,Boston,2025-10-12
CUST_000368,Customer368,Client368,client368@example.com,Miami,2024-06-05
CUST_000369,Customer369,Client369,client369@example.com,Denver,2024-06-29
CUST_000370,Customer370,Client370,client370@example.com,Los Angeles,2025-10-28
CUST_000371,Customer371,Client371,client371@example.com,Chicago,2025-09-22
CUST_000372,Customer372,Client372,client372@example.com,Los Angeles,2025-05-10
CUST_000373,Customer373,Client373,client373@example.com,Miami,2025-03-22
CUST_000374,Customer374,Client374,client374@example.com,Atlanta,2024-10-01
CUST_000375,Customer375,Client375,client375@example.com,Boston,2024-09-08
CUST_000376,Customer376,Client376,client376@example.com,San Francisco,2024-10-12
CUST_000377,Customer377,Client377,client377@example.com,Miami,2024-09-06
CUST_000378,Customer378,Client378,client378@example.com,Miami,2025-08-06
CUST_000379,Customer379,Client379,client379@example.com,Atlanta,2025-11-15
CUST_000380,Customer380,Client380,client380@example.com,Denver,2024-12-10
CUST_000381,Customer381,Client381,client381@example.com,New York,2025-05-21
CUST_000382,Customer382,Client382,client382@example.com,Boston,2024-07-05
CUST_000383,Customer383,Client383,client383@example.com,Miami,2024-08-05
CUST_000384,Customer384,Client384,client384@example.com,Boston,2024-09-21
CUST_000385,Customer385,Client385,client385@example.com,Boston,2024-10-13
CUST_000386,Customer386,Client386,client386@example.com,Atlanta,2024-10-09
CUST_000387,Customer387,Client387,client387@example.com,Los Angeles,2024-01-11
CUST_000388,Customer388,Client388,client388@example.com,Los Angeles,2024-07-14
CUST_000389,Customer389,Client389,client389@example.com,San Francisco,2024-09-04
CUST_000390,Customer390,Client390,client390@example.com,Denver,2025-05-15
CUST_000391,Customer391,Client391,client391@example.com,Los Angeles,2024-09-03
CUST_000392,Customer392,Client392,client392@example.com,Miami,2025-10-23
CUST_000393,Customer393,Client393,client393@example.com,Miami,2025-04-03
CUST_000394,Customer394,Client394,client394@example.com,New York,2024-04-05
CUST_000395,Customer395,Client395,client395@example.com,Chicago,2024-08-14
CUST_000396,Customer396,Client396,client396@example.com,Denver,2024-09-06
CUST_000397,Customer397,Client397,client397@example.com,Chicago,2025-11-10
CUST_000398,Customer398,Client398,client398@example.com,Atlanta,2025-01-12
CUST_000399,Customer399,Client399,client399@example.com,Miami,2025-07-20
CUST_000400,Customer400,Client400,client400@example.com,Los Angeles,2024-12-18
